trip_date,vehicle_id,tonnage,product,delivery_number,quantity,distributor,amount
5/25/2025,KAT547U,7,UDV,1055861366,494,DAVID MUNYAE DISTRIBUTORS COMPANY,16500
5/26/2025,KCD001A,13,UDV,1055865335,736,KISAJU KAGIO,30000
5/27/2025,KAV208S,13,UDV,1055864599,789,PEANCO KERUGOYA,33000
5/27/2025,KAT547U,7,UDV,1055868026,366,MISTERTHREEDISTRIBUTORSLTD,22300
5/26/2025,KCN156N,7,UDV,1055864658,431,HAPPYLAND NAROK,26000
5/26/2025,KCK133T,13,UDV,1055863167,670,HAPPYLAND BOMET,52000
5/28/2025,KCN156N,7,UDV,1055873398,440,BIA POA DISTRIBUTORS LIMITED,12150
5/28/2025,KAV208S,30,UDV,1055875301,1200,HAPPYLAND NAROK,40000
5/29/2025,KAT547U,13,UDV,1055878714,564,ENGIPRODISTRIBUTORSLIMITED,19500
5/30/2025,KCJ579X,13,UDV,1055887040,755,ASPENDOS(k)LTD,33237
5/27/2025,KDH312K,7,UDV,1055867783,313,MALEXEDISTRIBUTORSLIMITED KITHYUKO,22000
5/31/2025,KCN156N,7,UDV,1055888880,338,MUCHARAGE MURANGA,25000
5/30/2025,KBT436A,13,UDV,1055886750,1142,DELTA POINT MAKONGENI,20000
5/5/2025,KAV208S,13,KEG,1055784058,216,BIA POA DISTRIBUTORS LIMITED,19000
5/8/2025,KBC677M,13,KEG,1055797565,216,BIA POA DISTRIBUTORS LIMITED,19000
5/8/2025,KBT436A,13,KEG,1055797562,216,BIA POA DISTRIBUTORS LIMITED,19000
5/9/2025,KBC677M,13,KEG,1055804886,216,BIA POA DISTRIBUTORS LIMITED,19000
5/10/2025,KAW901B,13,KEG,1055806749,216,BIA POA DISTRIBUTORS LIMITED,19000
5/10/2025,KCJ579X,13,KEG,1055806750,216,BIA POA DISTRIBUTORS LIMITED,19000
5/16/2025,KCJ579X,13,KEG,1055827137,216,BIA POA DISTRIBUTORS LIMITED,19000
5/16/2025,KCU278L,13,KEG,1055830728,216,BIA POA DISTRIBUTORS LIMITED,19000
5/16/2025,KBT436A,13,KEG,1055832958,216,BIA POA DISTRIBUTORS LIMITED,19000
5/17/2025,KCJ579X,13,KEG,1055834130,216,BIA POA DISTRIBUTORS LIMITED,19000
5/17/2025,KAV208S,13,KEG,1055834207,216,BIA POA DISTRIBUTORS LIMITED,19000
5/17/2025,KCK133T,13,KEG,1055834208,216,BIA POA DISTRIBUTORS LIMITED,19000
5/20/2025,KCJ579X,13,KEG,1055841364,216,BIA POA DISTRIBUTORS LIMITED,19000
5/20/2025,KCD001A,13,KEG,1055841354,216,BIA POA DISTRIBUTORS LIMITED,19000
5/20/2025,KCK133T,13,KEG,1055841420,216,BIA POA DISTRIBUTORS LIMITED,19000
5/28/2025,KCD001A,13,KEG,1055874916,216,BIA POA DISTRIBUTORS LIMITED,19000
5/30/2025,KBT436A,13,KEG,1055884562,216,BIA POA DISTRIBUTORS LIMITED,19000
5/30/2025,KAV208S,13,KEG,1055887456,216,BIA POA DISTRIBUTORS LIMITED,19000
5/31/2025,KBC677M,13,KEG,1055889206,216,BIA POA DISTRIBUTORS LIMITED,19000
5/13/2025,KCJ579X,13,KEG,1055814510,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
5/20/2025,KBT436A,13,KEG,1055841545,216,DAVID MUNYAE KAKUKU,23000
5/30/2025,KCU278L,13,KEG,1055887586,216,DAVID MUNYAE KAKUKU,23000
5/26/2025,KBT436A,13,KEG,1055865923,216,HIGHMARK ISHIARA,40000
5/6/2025,KAW901B,13,KEG,1055789216,216,HIGHMARK TRADING MUKOTHIMA,54000
5/5/2025,KBC677M,13,KEG,1055783023,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/5/2025,KCU278L,13,KEG,1055783059,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/8/2025,KAV208S,13,KEG,1055797088,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/8/2025,KCU278L,13,KEG,1055799879,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/8/2025,KCD001A,13,KEG,1055800192,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/13/2025,KCU278L,13,KEG,1055817171,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/14/2025,KCK133T,13,KEG,1055822599,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/16/2025,KBC677M,13,KEG,1055831386,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/22/2025,KAV208S,13,KEG,1055852261,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/22/2025,KBT436A,13,KEG,1055852265,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/28/2025,KCU278L,13,KEG,1055876676,216,INTRICATE MARKETING EMALI KIBWEZI,41000
5/5/2025,KBT436A,13,KEG,1055784063,216,MANARA LIMITED,20000
5/5/2025,KCJ579X,13,KEG,1055784021,216,MANARA LIMITED,20000
5/8/2025,KCK133T,13,KEG,1055797576,216,MANARA LIMITED,20000
5/10/2025,KBT436A,13,KEG,1055806747,216,MANARA LIMITED,20000
5/14/2025,KCJ579X,13,KEG,1055822395,216,MANARA LIMITED,20000
5/21/2025,KCU278L,13,KEG,1055847215,216,MANARA LIMITED,20000
5/24/2025,KCD001A,13,KEG,1055861008,216,MANARA LIMITED,20000
5/26/2025,KCJ579X,13,KEG,1055863083,216,MANARA LIMITED,20000
5/26/2025,KCU278L,13,KEG,1055863109,216,MANARA LIMITED,20000
5/27/2025,KCJ579X,13,KEG,1055871259,216,MANARA LIMITED,20000
5/28/2025,KCJ579X,13,KEG,1055875093,216,MANARA LIMITED,20000
5/28/2025,KCK133T,13,KEG,1055876252,216,MANARA LIMITED,20000
5/30/2025,KCJ579X,13,KEG,1055883981,216,MANARA LIMITED,20000
5/30/2025,KCK133T,13,KEG,1055886539,216,MANARA LIMITED,20000
5/5/2025,KCK133T,13,KEG,1055783057,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
5/22/2025,KCK133T,13,KEG,1055852228,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
5/8/2025,KCJ579X,13,KEG,1055797568,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
5/12/2025,KBC677M,13,KEG,1055808866,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
5/20/2025,KAV208S,13,KEG,1055843855,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
5/12/2025,KCD001A,13,KEG,1055808868,216,MUCHARAGE ENTERPRISES KANGARI,20000
5/14/2025,KBC677M,13,KEG,1055822397,216,MUCHARAGE ENTERPRISES KANGARI,20000
5/23/2025,KCJ579X,13,KEG,1055857246,216,MUCHARAGE ENTERPRISES KANGARI,20000
5/26/2025,KBC677M,13,KEG,1055863076,216,MUCHARAGE ENTERPRISES KANGARI,20000
5/28/2025,KBC677M,13,KEG,1055873619,216,SUPERLINE DISTRIBUTORS LTD SAMBURU,72000
5/6/2025,KBV646Z,13,KEG,1055789262,216,SUPERLINE DISTRIBUTORS LTD TAVETA,72000
5/5/2025,KBV646Z,13,KEG,660902,300,BIA POA DISTRIBUTORS LIMITED,13300
5/5/2025,KCJ579X,13,KEG,660901,300,BIA POA DISTRIBUTORS LIMITED,13300
5/5/2025,KAW901B,13,KEG,661650,300,BIA POA DISTRIBUTORS LIMITED,13300
5/5/2025,KCD001A,13,KEG,661649,300,BIA POA DISTRIBUTORS LIMITED,13300
5/5/2025,KAV208S,13,KEG,661648,300,BIA POA DISTRIBUTORS LIMITED,13300
5/24/2025,KCD001A,13,KEG,667059,300,BIA POA DISTRIBUTORS LIMITED,13300
5/26/2025,KCK133T,13,KEG,667064,300,BIA POA DISTRIBUTORS LIMITED,13300
5/14/2025,KCK133T,13,KEG,660932,300,MUCHARAGE ENTERPRISES KANGARI,14000
5/14/2025,KBC677M,13,KEG,660933,300,MUCHARAGE ENTERPRISES KANGARI,14000
6/9/2025,KAT547U,13,UDV,1055916443,550,MT KENYAKARUEBEVERAGESLTD,40000
6/10/2025,KCD001A,13,UDV,1055917001,724,KISAJU KAGIO,30000
6/9/2025,KCN156N,13,UDV,1055916607,580,HAPPYLAND NAROK,40000
6/6/2025,KAT547U,7,UDV,1055908399,301,MUCHARAGE KAHURO,19500
6/11/2025,KCD001A,13,UDV,1055921313,597,WAMUTI NYERI,35000
6/10/2025,KBT436A,13,UDV,1055917114,529,ALBADI MWINGI,35000
6/10/2025,KCK133T,13,UDV,1055917125,525,ENGIPRODISTRIBUTORSLIMITED,19000
6/10/2025,KAT547U,7,UDV,1055921203,490,BIA POA DISTRIBUTORS LIMITED,12150
6/11/2025,KDH312K,7,UDV,1055926583,466,KISAJU KAGIO,21000
6/12/2025,KBT436A,13,UDV,1055930448,624,MT KENYAKARUEBEVERAGESLTD,40000
6/12/2025,KAT547U,7,UDV,1055931724,445,ALBADI MWINGI,25000
6/17/2025,KAV208S,13,UDV,1055942728,687,ENGIPRODISTRIBUTORSLIMITED,19000
6/17/2025,KAT547U,7,UDV,1055948108,470,BIA POA DISTRIBUTORS LIMITED,12150
6/17/2025,KBT436A,13,UDV,1055946296,656,ASPENDOS(k)LTD,33237
6/18/2025,KAT547U,13,UDV,1055953714,531,MT KENYAKARUEBEVERAGESLTD,40000
6/17/2025,KDH312K,7,UDV,1055947464,390,SENATORYETUAGENCIES,21000
6/20/2025,KDH312K,7,UDV,1055961869,408,KISAJU KAGIO,21000
6/11/2025,KCN156N,13,UDV,1055927077,533,KINGIINYA NKUBU,45000
6/22/2025,KDH312K,7,UDV,1055965983,400,BIA POA DISTRIBUTORS LIMITED,12150
6/22/2025,KAV208S,13,UDV,1055965361,625,HAPPYLAND NAROK,40000
6/19/2025,KCD001A,13,UDV,1055958120,749,HAPPYLAND BOMET,52000
6/24/2025,KCU278L,13,UDV,1055969082,578,JAOLO NAROK,40000
6/24/2025,KCN156N,7,UDV,1055969633,440,ASPENDOS(k)LTD,22900
6/23/2025,KAT547U,7,UDV,1055967638,347,MISTERTHREEDISTRIBUTORSLTD,22300
6/25/2025,KCN156N,13,UDV,1055976978,546,MT KENYAKARUEBEVERAGESLTD,40000
6/21/2025,KBT436A,13,UDV,1055964874,537,MT KENYAKARUEBEVERAGESLTD,40000
6/26/2025,KAV208S,13,UDV,1055977562,825,DELTA POINT MAKONGENI,20000
6/26/2025,KDH312K,7,UDV,1055976859,339,WAMUTI NYERI,27000
6/25/2025,KAT547U,7,UDV,1055976985,481,HAPPYLAND NAROK,26000
6/26/2025,KCU278L,13,UDV,1055983998,727,TOKI KITUI,37000
6/27/2025,KBT436A,13,UDV,1055988282,1300,HAPPYLAND BOMET,52000
6/27/2025,KDH312K,7,UDV,1055987076,301,MUCHARAGE KAHURO,19500
6/27/2025,KBV646Z,13,UDV,1055986153,620,HAPPYLAND NAROK,40000
6/2/2025,KCK133T,13,KEG,1055890275,216,BIA POA DISTRIBUTORS LIMITED,19000
6/2/2025,KCU278L,13,KEG,1055890300,216,BIA POA DISTRIBUTORS LIMITED,19000
6/3/2025,KBT436A,13,KEG,1055893673,216,BIA POA DISTRIBUTORS LIMITED,19000
6/3/2025,KCD001A,13,KEG,1055895562,216,BIA POA DISTRIBUTORS LIMITED,19000
6/4/2025,KCU278L,13,KEG,1055901079,216,INTRICATE MARKETING EMALI KIBWEZI,41000
6/5/2025,KBT436A,13,KEG,1055903174,216,INTRICATE MARKETING EMALI KIBWEZI,41000
6/5/2025,KCD001A,13,KEG,1055905064,216,BIA POA DISTRIBUTORS LIMITED,19000
6/7/2025,KCD001A,13,KEG,1055911833,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
6/7/2025,KBT436A,13,KEG,1055912128,216,BIA POA DISTRIBUTORS LIMITED,19000
6/9/2025,KCU278L,13,KEG,1055916621,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
6/10/2025,KCU278L,13,KEG,1055921813,216,HIGHMARK TRADING MUKOTHIMA,54000
6/12/2025,KCU278L,13,KEG,1055932556,216,MANARA LIMITED,20000
6/12/2025,KAV208S,13,KEG,1055932386,216,MANARA LIMITED,20000
6/13/2025,KAV208S,13,KEG,1055937318,216,MANARA LIMITED,20000
6/13/2025,KCU278L,13,KEG,1055937724,216,MUCHARAGE ENTERPRISES KANGARI,20000
6/14/2025,KCD001A,13,KEG,1055938832,216,SUPERLINE DISTRIBUTORS LTD SAMBURU,72000
6/14/2025,KCU278L,13,KEG,1055938835,216,SUPERLINE DISTRIBUTORS LTD TAVETA,72000
6/15/2025,KBV646Z,13,KEG,1055939558,216,MANARA LIMITED,20000
6/16/2025,KBT436A,13,KEG,1055939665,216,MANARA LIMITED,20000
6/17/2025,KCD001A,13,KEG,1055949863,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
6/17/2025,KCU278L,13,KEG,1055949979,216,INTRICATE MARKETING EMALI KIBWEZI,41000
6/17/2025,KBV646Z,13,KEG,1055949980,216,MUCHARAGE ENTERPRISES KANGARI,20000
6/17/2025,KAV208S,13,KEG,1055948601,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
6/19/2025,KBT436A,13,KEG,1055958816,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
6/20/2025,KAV208S,13,KEG,1055963613,216,BIA POA DISTRIBUTORS LIMITED,19000
6/20/2025,KBV646Z,13,KEG,1055963968,216,DAVID MUNYAE KAKUKU,23000
6/24/2025,KAV208S,13,KEG,1055972710,216,BIA POA DISTRIBUTORS LIMITED,19000
6/24/2025,KCD001A,13,KEG,1055975756,216,BIA POA DISTRIBUTORS LIMITED,19000
6/24/2025,KBV646Z,13,KEG,1055975272,216,MUCHARAGE ENTERPRISES KANGARI,20000
6/25/2025,KBT436A,13,KEG,1055976010,216,BIA POA DISTRIBUTORS LIMITED,19000
6/25/2025,KCU278L,13,KEG,1055977058,216,BIA POA DISTRIBUTORS LIMITED,19000
6/27/2025,KCD001A,13,KEG,1055987778,216,INTRICATE MARKETING EMALI KIBWEZI,41000
6/27/2025,KAV208S,13,KEG,1055988432,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
6/28/2025,KCU278L,13,KEG,1055989463,216,INTRICATE MARKETING EMALI KIBWEZI,41000
6/19/2025,KAV208S,13,KEG,667434,300,BIA POA DISTRIBUTORS LIMITED,13300
6/30/2025,KBT436A,13,KEG,665318,300,BIA POA DISTRIBUTORS LIMITED,13300
6/30/2025,KBV646Z,13,KEG,665321,300,BIA POA DISTRIBUTORS LIMITED,13300
6/30/2025,KCD001A,13,KEG,665333,300,BIA POA DISTRIBUTORS LIMITED,13300
7/8/2025,KAV208S,13,KEG,1056017616,216,BIA POA DISTRIBUTORS LIMITED,19000
7/8/2025,KBV646Z,13,KEG,1056017615,216,BIA POA DISTRIBUTORS LIMITED,19000
7/3/2025,KBT436A,13,KEG,1056003763,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
7/3/2025,KCD001A,13,KEG,1056003513,216,MANARA LIMITED,20000
7/3/2025,KAV208S,13,KEG,1056002388,216,HIGHMARK ISHIARA,40000
7/4/2025,KBV646Z,13,KEG,1056008052,216,MANARA LIMITED,20000
7/5/2025,KCU278L,13,KEG,1056010950,216,BIA POA DISTRIBUTORS LIMITED,19000
7/6/2025,KBV646Z,13,KEG,1056010952,216,BIA POA DISTRIBUTORS LIMITED,19000
7/6/2025,KAV208S,13,KEG,1056010959,216,MANARA LIMITED,20000
7/5/2025,KBT436A,13,KEG,1056010590,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
7/9/2025,KBT436A,13,KEG,1056026056,216,DAVID MUNYAE KAKUKU,23000
7/8/2025,KCU278L,13,KEG,1056016830,216,INTRICATE MARKETING EMALI KIBWEZI,41000
7/9/2025,KAV208S,13,KEG,1056025560,216,INTRICATE MARKETING EMALI KIBWEZI,41000
7/11/2025,KBV646Z,13,KEG,1056031990,216,INTRICATE MARKETING EMALI KIBWEZI,41000
7/10/2025,KCD001A,13,KEG,1056026142,216,INTRICATE MARKETING EMALI KIBWEZI,41000
7/14/2025,KAV208S,13,KEG,1056040931,216,INTRICATE MARKETING EMALI KIBWEZI,41000
7/12/2025,KBT436A,13,KEG,1056035982,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
7/5/2025,KAV208S,13,KEG,1056010601,216,BIA POA DISTRIBUTORS LIMITED,19000
7/14/2025,KCD001A,13,KEG,1056041589,216,SUPERLINE DISTRIBUTORS LTD WUNDANYI,65000
7/17/2025,KCU278L,13,KEG,1056055712,216,MUCHARAGE ENTERPRISES KANGARI,20000
7/16/2025,KAV208S,13,KEG,1056049674,216,INTRICATE MARKETING EMALI KIBWEZI,41000
7/16/2025,KBT436A,13,KEG,1056051054,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
7/18/2025,KAV208S,13,KEG,1056059641,216,MANARA LIMITED,20000
7/18/2025,KCD001A,13,KEG,1056059639,216,MANARA LIMITED,20000
7/20/2025,KAV208S,13,KEG,1056061434,216,MANARA LIMITED,20000
7/20/2025,KCD001A,13,KEG,1056060866,216,MUCHARAGE ENTERPRISES KANGARI,20000
7/20/2025,KCU278L,13,KEG,1056060859,216,MANARA LIMITED,20000
7/24/2025,KBV646Z,13,KEG,1056077228,216,INTRICATE MARKETING EMALI KIBWEZI,41000
7/23/2025,KAV208S,13,KEG,1056072426,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
7/23/2025,KAV208S,13,KEG,1056075427,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
7/22/2025,KCU278L,13,KEG,1056070809,216,BIA POA DISTRIBUTORS LIMITED,19000
7/22/2025,KBT436A,13,KEG,1056067928,216,BIA POA DISTRIBUTORS LIMITED,19000
7/22/2025,KBV646Z,13,KEG,1056068181,216,BIA POA DISTRIBUTORS LIMITED,19000
7/21/2025,KAV208S,13,KEG,1056066518,216,INTRICATE MARKETING EMALI KIBWEZI,41000
7/25/2025,KCD001A,13,KEG,1056085801,216,DAVID MUNYAE KAKUKU,23000
7/26/2025,KAV208S,13,KEG,1056088245,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
7/30/2025,KCD001A,13,KEG,1056104372,216,MANARA LIMITED,20000
7/30/2025,KAV208S,13,KEG,1056102591,216,MANARA LIMITED,20000
7/29/2025,KCD001A,13,KEG,1056099332,216,MANARA LIMITED,20000
7/30/2025,KBT436A,13,KEG,1056104262,216,BIA POA DISTRIBUTORS LIMITED,19000
7/30/2025,KBV646Z,13,KEG,1056104183,216,BIA POA DISTRIBUTORS LIMITED,19000
7/29/2025,KBT436A,13,KEG,1056099523,216,MANARA LIMITED,20000
7/29/2025,KCU278L,13,KEG,1056098788,216,MANARA LIMITED,20000
7/31/2025,KBT436A,13,KEG,1056108817,216,MANARA LIMITED,20000
7/30/2025,KCU278L,13,KEG,1056104607,216,BIA POA DISTRIBUTORS LIMITED,19000
7/1/2025,KAV208S,13,KEG,665001,300,BIA POA DISTRIBUTORS LIMITED,13300
7/2/2025,KAV208S,13,KEG,665038,300,BIA POA DISTRIBUTORS LIMITED,13300
7/2/2025,KCU278L,13,KEG,665037,300,BIA POA DISTRIBUTORS LIMITED,13300
7/12/2025,KBT436A,13,KEG,666566,300,BIA POA DISTRIBUTORS LIMITED,13300
7/14/2025,KCD001A,13,KEG,666588,300,BIA POA DISTRIBUTORS LIMITED,13300
7/18/2025,KBV646Z,13,KEG,666626,300,BIA POA DISTRIBUTORS LIMITED,13300
7/30/2025,KAV208S,13,KEG,665497,300,BIA POA DISTRIBUTORS LIMITED,13300
7/5/2025,KAT547U,7,UDV,1056010738,300,ENGIPRODISTRIBUTORSLIMITED,13600
7/4/2025,KCU278L,13,UDV,1056008847,676,MT KENYAKARUEBEVERAGESLTD,40000
7/8/2025,KBT436A,13,UDV,1056019423,512,KISAJU KAGIO,30000
7/11/2025,KAT547U,7,UDV,1056027040,336,DELTA POINT MAKONGENI,12500
7/11/2025,KDH312K,7,UDV,1056029302,300,HAPPYLAND NAROK,26000
7/10/2025,KAT547U,7,UDV,1056029312,400,MT KENYAKARUEBEVERAGESLTD,27300
7/12/2025,KDH312K,7,UDV,1056030430,370,ASPENDOS(k)LTD,22900
7/15/2025,KBT436A,13,UDV,1056040971,593,ASPENDOS(k)LTD,33237
7/14/2025,KCU278L,13,UDV,1056039770,635,HAPPYLAND BOMET,52000
7/15/2025,KDH312K,7,UDV,1056043043,400,KINGIINYA NKUBU,32000
7/16/2025,KAT547U,7,UDV,1056045138,447,ENGIPRODISTRIBUTORSLIMITED,13600
7/17/2025,KDH312K,7,UDV,1056049000,366,JAOLO NAROK,26000
7/16/2025,KBV646Z,13,UDV,1056044058,602,MT KENYAKARUEBEVERAGESLTD,40000
7/18/2025,KDH312K,7,UDV,1056057878,325,ASPENDOS(K)LTD OTHAYA,27000
7/21/2025,KCD001A,13,UDV,1056063154,575,WAMUTI NYERI,35000
7/21/2025,KAT547U,7,UDV,1056063218,370,PEANCO KERUGOYA,22000
7/18/2025,KBT436A,13,UDV,1056057707,665,WAMUTI NYERI,35000
7/24/2025,KBT436A,13,UDV,1056075822,756,KISAJU KAGIO,30000
7/24/2025,KDH312K,7,UDV,1056068502,409,MISTERTHREEDISTRIBUTORSLTD,22300
7/20/2025,KBT436A,30,UDV,1056061178,1220,MT KENYAKARUEBEVERAGESLTD,40000
7/23/2025,KCD001A,13,UDV,1056070834,616,KISAJU KAGIO,30000
7/22/2025,KAT547U,7,UDV,1056070280,481,HAPPYLAND NAROK,26000
7/27/2025,KAT547U,7,UDV,1056087784,418,ENGIPRODISTRIBUTORSLIMITED,13600
7/26/2025,KDH312K,7,UDV,1056087848,310,MUCHARAGE MURANGA,22900
7/28/2025,KBV646Z,13,UDV,1056092064,644,MT KENYAKARUEBEVERAGESLTD,40000
7/26/2025,KCU278L,13,UDV,1056085120,676,HAPPYLAND BOMET,52000
7/29/2025,KDH312K,7,UDV,1056095540,430,PEANCO KERUGOYA,22000
7/31/2025,KDH312K,7,UDV,1056106478,345,DAVID MUNYAE DISTRIBUTORS COMPANY,16500
8/1/2025,KCD001A,13,KEG,1056112000,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
8/1/2025,KAV208S,13,KEG,1056111717,216,MANARA LIMITED,20000
8/5/2025,KCD001A,13,KEG,1056119989,216,BIA POA DISTRIBUTORS LIMITED,19000
8/6/2025,KBV646Z,13,KEG,1056124161,216,BIA POA DISTRIBUTORS LIMITED,19000
8/4/2025,KBT436A,13,KEG,1056115783,216,BIA POA DISTRIBUTORS LIMITED,19000
8/7/2025,KCD001A,13,KEG,1056129023,216,BIA POA DISTRIBUTORS LIMITED,19000
8/7/2025,KCU278L,13,KEG,1056129020,216,BIA POA DISTRIBUTORS LIMITED,19000
8/4/2025,KCU278L,13,KEG,1056115800,216,BIA POA DISTRIBUTORS LIMITED,19000
8/11/2025,KBT436A,13,KEG,1056143165,216,BIA POA DISTRIBUTORS LIMITED,19000
8/11/2025,KCD001A,13,KEG,1056143149,216,BIA POA DISTRIBUTORS LIMITED,19000
8/12/2025,KCU278L,13,KEG,1056143161,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
8/12/2025,KAV208S,13,KEG,1056147134,216,MANARA LIMITED,20000
8/13/2025,KBT436A,13,KEG,1056153992,216,INTRICATE MARKETING EMALI KIBWEZI,41000
8/12/2025,KCD001A,13,KEG,1056147135,216,MANARA LIMITED,20000
8/14/2025,KCD001A,13,KEG,1056158751,216,MANARA LIMITED,20000
8/13/2025,KCU278L,13,KEG,1056154061,216,MANARA LIMITED,20000
8/13/2025,KAV208S,13,KEG,1056153580,216,BIA POA DISTRIBUTORS LIMITED,19000
8/15/2025,KBT436A,13,KEG,1056161747,216,MANARA LIMITED,20000
8/16/2025,KCU278L,13,KEG,1056164525,216,HIGHMARK ISHIARA,40000
8/20/2025,KBT436A,13,KEG,1056177540,216,MANARA LIMITED,20000
8/19/2025,KCD001A,13,KEG,1056173890,216,SUPERLINE DISTRIBUTORS LTD SAMBURU,68000
8/22/2025,KCD001A,13,KEG,1056190653,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
8/24/2025,KBV646Z,13,KEG,1056191543,216,MANARA LIMITED,20000
8/21/2025,KBT436A,13,KEG,1056184093,216,INTRICATE MARKETING EMALI KIBWEZI,41000
8/26/2025,KCD001A,13,KEG,1056203452,216,MUCHARAGE ENTERPRISES KANGARI,20000
8/26/2025,KBV646Z,13,KEG,1056203683,216,BIA POA DISTRIBUTORS LIMITED,19000
8/27/2025,KBT436A,13,KEG,1056204818,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
8/28/2025,KCD001A,13,KEG,1056208265,216,BIA POA DISTRIBUTORS LIMITED,19000
8/28/2025,KBV646Z,13,KEG,1056208923,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
8/27/2025,KCU278L,13,KEG,1056208264,216,SUPERLINE DISTRIBUTORS LTD WUNDANYI,65000
8/28/2025,KCD001A,13,KEG,1056212481,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
8/28/2025,KBT436A,13,KEG,1056213137,216,INTRICATE MARKETING EMALI KIBWEZI,41000
8/29/2025,KBV646Z,13,KEG,1056216501,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
8/29/2025,KCU278L,13,KEG,1056217528,216,MANARA LIMITED,20000
8/31/2025,KCU278L,13,KEG,1056219119,216,INTRICATE MARKETING EMALI KIBWEZI,41000
8/31/2025,KBV646Z,13,KEG,1056219180,216,BIA POA DISTRIBUTORS LIMITED,19000
8/11/2025,KBT436A,13,KEG,666780,300,MUCHARAGE ENTERPRISES KANGARI,14000
8/11/2025,KCD001A,13,KEG,666778,300,MUCHARAGE ENTERPRISES KANGARI,14000
8/11/2025,KCU278L,13,KEG,666779,300,BIA POA DISTRIBUTORS LIMITED,13300
8/19/2025,KCD001A,13,KEG,666079,300,BIA POA DISTRIBUTORS LIMITED,13300
8/26/2025,KBV646Z,13,KEG,666230,300,BIA POA DISTRIBUTORS LIMITED,13300
8/1/2025,KBV646Z,13,UDV,1056109394,600,WAMUTI NYERI,35000
8/4/2025,KAT547U,13,UDV,1056115840,525,ENGIPRODISTRIBUTORSLIMITED,19000
8/4/2025,KAV208S,13,UDV,1056117026,634,SENATORYETUAGENCIES,28000
8/6/2025,KAV208S,13,UDV,1056126191,599,KISAJU KAGIO,30000
8/6/2025,KBT436A,13,UDV,1056125835,517,IBANGUA NYERI,35000
8/7/2025,KDH312K,7,UDV,1056131797,400,DAKANEYKEROWCOMMUNICATIONLIMITED,21500
8/8/2025,KBV646Z,13,UDV,1056134714,680,JAOLO NAROK,40000
8/11/2025,KAT547U,7,UDV,1056143183,338,MUCHARAGE MURANGA,22900
8/11/2025,KDH312K,7,UDV,1056143182,333,MUCHARAGE KAHURO,21500
8/9/2025,KAV208S,13,UDV,1056136194,680,JAOLO NAROK,40000
8/14/2025,KDH312K,7,UDV,1056157196,400,DAKANEYKEROWCOMMUNICATIONLIMITED,22900
8/15/2025,KAT547U,7,UDV,1056160317,356,MUCHARAGE MURANGA,22900
8/15/2025,KDH312K,7,UDV,1056160148,350,BIA POA DISTRIBUTORS LIMITED,12150
8/16/2025,KDH312K,7,UDV,1056157289,400,ASPENDOS(K)LTD OTHAYA,27000
8/16/2025,KCD001A,13,UDV,1056164836,540,KANGE NKUBU,45000
8/16/2025,KAT547U,7,UDV,1056164837,316,MISTERTHREEDISTRIBUTORSLTD,22300
8/18/2025,KBT436A,13,UDV,1056168120,1040,MT KENYAKARUEBEVERAGESLTD,40000
8/20/2025,KDH312K,7,UDV,1056173414,429,PEANCO KERUGOYA,22000
8/20/2025,KCU278L,13,UDV,1056169845,610,TOKI KITUI,37000
